state,district,pincode,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,total_updates,total_enrollments
Jharkhand,Hazaribagh,825405,306.0,159.0,1.0,339.0,4379.0,2203.0,1919.0,8840.0,466.0
Jharkhand,Hazaribagh,825406,344.0,260.0,2.0,645.0,7484.0,4304.0,4329.0,16762.0,606.0
Jharkhand,Hazaribagh,825408,9.0,10.0,0.0,33.0,163.0,209.0,247.0,652.0,19.0
Jharkhand,Hazaribagh,825409,10.0,5.0,0.0,16.0,108.0,196.0,161.0,481.0,15.0
Jharkhand,Hazaribagh,825411,173.0,66.0,0.0,209.0,2509.0,1781.0,1938.0,6437.0,239.0
Jharkhand,Hazaribagh,825413,71.0,34.0,0.0,98.0,978.0,551.0,398.0,2025.0,105.0
Jharkhand,Hazaribagh,829101,10.0,7.0,0.0,7.0,134.0,110.0,126.0,377.0,17.0
Jharkhand,Hazaribagh,829109,40.0,16.0,0.0,22.0,345.0,355.0,467.0,1189.0,56.0
Jharkhand,Hazaribagh,829110,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0
Jharkhand,Hazaribagh,829125,4.0,9.0,0.0,11.0,162.0,170.0,243.0,586.0,13.0
Jharkhand,Hazaribagh,829129,20.0,25.0,0.0,41.0,619.0,268.0,330.0,1258.0,45.0
Jharkhand,Jamtara,814166,99.0,42.0,0.0,115.0,2889.0,1241.0,1387.0,5632.0,141.0
Jharkhand,Jamtara,815351,885.0,438.0,7.0,462.0,8496.0,4580.0,5807.0,19345.0,1330.0
Jharkhand,Jamtara,815352,1351.0,452.0,7.0,576.0,8915.0,6432.0,6282.0,22205.0,1810.0
Jharkhand,Jamtara,815354,203.0,112.0,0.0,145.0,3075.0,1018.0,1408.0,5646.0,315.0
Jharkhand,Jamtara,815355,293.0,127.0,1.0,175.0,3284.0,2359.0,3405.0,9223.0,421.0
Jharkhand,Jamtara,815359,329.0,103.0,1.0,209.0,4660.0,2155.0,3565.0,10589.0,433.0
Jharkhand,Khunti,834004,30.0,21.0,0.0,22.0,305.0,252.0,535.0,1114.0,51.0
Jharkhand,Khunti,835202,5.0,2.0,1.0,1.0,31.0,11.0,8.0,51.0,8.0
Jharkhand,Khunti,835209,165.0,62.0,0.0,135.0,2205.0,1319.0,2291.0,5950.0,227.0
Jharkhand,Khunti,835210,549.0,458.0,28.0,373.0,5672.0,4992.0,7896.0,18933.0,1035.0
Jharkhand,Khunti,835216,285.0,319.0,13.0,245.0,4320.0,3149.0,5998.0,13712.0,617.0
Jharkhand,Khunti,835221,19.0,8.0,0.0,8.0,228.0,172.0,471.0,879.0,27.0
Jharkhand,Khunti,835225,96.0,81.0,2.0,112.0,1709.0,1546.0,4912.0,8279.0,179.0
Jharkhand,Khunti,835227,228.0,201.0,0.0,424.0,4466.0,3145.0,4663.0,12698.0,429.0
Jharkhand,Khunti,835234,48.0,21.0,1.0,85.0,1054.0,706.0,871.0,2716.0,70.0
Jharkhand,Khunti,835303,1.0,0.0,0.0,0.0,16.0,0.0,9.0,25.0,1.0
Jharkhand,Kodarma,825109,1.0,0.0,0.0,0.0,5.0,1.0,4.0,10.0,1.0
Jharkhand,Kodarma,825132,1.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0
Jharkhand,Kodarma,825318,39.0,23.0,0.0,49.0,350.0,290.0,691.0,1380.0,62.0
Jharkhand,Kodarma,825407,1.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0
Jharkhand,Kodarma,825409,81.0,51.0,0.0,101.0,1639.0,399.0,1512.0,3651.0,132.0
Jharkhand,Kodarma,825410,50.0,48.0,0.0,58.0,650.0,430.0,1232.0,2370.0,98.0
Jharkhand,Kodarma,825418,11.0,4.0,0.0,13.0,115.0,126.0,211.0,465.0,15.0
Jharkhand,Koderma,825109,291.0,190.0,0.0,236.0,3768.0,1615.0,1838.0,7457.0,481.0
Jharkhand,Koderma,825132,141.0,112.0,5.0,140.0,2096.0,2407.0,5275.0,9918.0,258.0
Jharkhand,Koderma,825318,357.0,196.0,2.0,366.0,5232.0,2712.0,2505.0,10815.0,555.0
Jharkhand,Koderma,825407,217.0,123.0,0.0,156.0,3044.0,1801.0,1733.0,6734.0,340.0
Jharkhand,Koderma,825409,537.0,312.0,4.0,448.0,3124.0,5413.0,5084.0,14069.0,853.0
Jharkhand,Koderma,825410,218.0,68.0,1.0,71.0,1227.0,1218.0,946.0,3462.0,287.0
Jharkhand,Koderma,825413,22.0,17.0,0.0,84.0,613.0,337.0,202.0,1236.0,39.0
Jharkhand,Koderma,825418,313.0,96.0,0.0,168.0,3403.0,2447.0,2606.0,8624.0,409.0
Jharkhand,Latehar,822111,116.0,78.0,0.0,223.0,1650.0,2139.0,2173.0,6185.0,194.0
Jharkhand,Latehar,822119,233.0,71.0,0.0,246.0,3510.0,1661.0,2120.0,7537.0,304.0
Jharkhand,Latehar,822126,141.0,65.0,4.0,384.0,3946.0,2732.0,2344.0,9406.0,210.0
Jharkhand,Latehar,822127,1.0,1.0,0.0,3.0,68.0,24.0,21.0,116.0,2.0
Jharkhand,Latehar,829202,530.0,249.0,5.0,676.0,8130.0,4261.0,3805.0,16872.0,784.0
Jharkhand,Latehar,829203,215.0,154.0,1.0,401.0,4830.0,2520.0,3052.0,10803.0,370.0
Jharkhand,Latehar,829204,100.0,90.0,0.0,300.0,4018.0,2635.0,2254.0,9207.0,190.0
Jharkhand,Latehar,829206,199.0,128.0,0.0,422.0,4872.0,3226.0,2964.0,11484.0,327.0
Jharkhand,Latehar,829207,123.0,81.0,1.0,335.0,4342.0,2754.0,2315.0,9746.0,205.0
Jharkhand,Latehar,829208,17.0,6.0,0.0,26.0,257.0,195.0,266.0,744.0,23.0
Jharkhand,Lohardaga,835203,30.0,13.0,0.0,48.0,380.0,290.0,565.0,1283.0,43.0
Jharkhand,Lohardaga,835205,6.0,2.0,0.0,5.0,28.0,8.0,19.0,60.0,8.0
Jharkhand,Lohardaga,835207,2.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,2.0
Jharkhand,Lohardaga,835213,277.0,94.0,0.0,232.0,3252.0,1909.0,3285.0,8678.0,371.0
Jharkhand,Lohardaga,835214,42.0,27.0,0.0,90.0,1118.0,703.0,1060.0,2971.0,69.0
Jharkhand,Lohardaga,835231,4.0,2.0,0.0,5.0,38.0,57.0,64.0,164.0,6.0
Jharkhand,Lohardaga,835301,91.0,28.0,0.0,46.0,275.0,530.0,1327.0,2178.0,119.0
Jharkhand,Lohardaga,835302,1309.0,692.0,55.0,896.0,9069.0,8954.0,16317.0,35236.0,2056.0
Jharkhand,Lohardaga,835304,2.0,1.0,0.0,2.0,41.0,5.0,34.0,82.0,3.0
Jharkhand,Lohardaga,835325,221.0,60.0,1.0,187.0,1699.0,1401.0,2656.0,5943.0,282.0
Jharkhand,Pakaur,814111,1.0,0.0,0.0,0.0,8.0,2.0,1.0,11.0,1.0
Jharkhand,Pakaur,816104,58.0,32.0,0.0,77.0,1340.0,333.0,483.0,2233.0,90.0
Jharkhand,Pakaur,816105,12.0,6.0,0.0,1.0,201.0,30.0,58.0,290.0,18.0
Jharkhand,Pakaur,816107,126.0,62.0,0.0,147.0,1895.0,682.0,890.0,3614.0,188.0
Jharkhand,Pakur,814111,103.0,82.0,0.0,250.0,4749.0,1951.0,1245.0,8195.0,185.0
Jharkhand,Pakur,814166,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0
Jharkhand,Pakur,816102,84.0,26.0,2.0,57.0,1305.0,386.0,641.0,2389.0,112.0
Jharkhand,Pakur,816103,10.0,3.0,0.0,6.0,79.0,48.0,61.0,194.0,13.0
Jharkhand,Pakur,816104,448.0,144.0,3.0,445.0,7751.0,3125.0,2849.0,14170.0,595.0
Jharkhand,Pakur,816105,140.0,65.0,0.0,165.0,1980.0,751.0,377.0,3273.0,205.0
Jharkhand,Pakur,816106,246.0,144.0,0.0,494.0,11189.0,4231.0,3681.0,19595.0,390.0
Jharkhand,Pakur,816107,2860.0,2381.0,39.0,1196.0,11470.0,8929.0,4870.0,26465.0,5280.0
Jharkhand,Pakur,816117,79.0,62.0,1.0,177.0,4143.0,1691.0,2448.0,8459.0,142.0
Jharkhand,Palamau,822101,1.0,0.0,0.0,4.0,30.0,4.0,8.0,46.0,1.0
Jharkhand,Palamau,822113,179.0,61.0,0.0,116.0,3124.0,433.0,2006.0,5679.0,240.0
Jharkhand,Palamau,822115,0.0,1.0,0.0,0.0,3.0,2.0,6.0,11.0,1.0
Jharkhand,Palamau,822116,25.0,2.0,0.0,7.0,206.0,12.0,48.0,273.0,27.0
Jharkhand,Palamau,822122,4.0,0.0,0.0,0.0,4.0,2.0,3.0,9.0,4.0
Jharkhand,Palamau,822123,2.0,0.0,0.0,0.0,6.0,1.0,0.0,7.0,2.0
Jharkhand,Palamau,822124,6.0,1.0,0.0,4.0,96.0,25.0,49.0,174.0,7.0
Jharkhand,Palamau,822131,2.0,1.0,0.0,8.0,64.0,11.0,14.0,97.0,3.0
Jharkhand,Palamau,822132,1.0,0.0,0.0,0.0,3.0,4.0,1.0,8.0,1.0
Jharkhand,Palamu,822101,184.0,73.0,3.0,284.0,3266.0,1718.0,2030.0,7298.0,260.0
Jharkhand,Palamu,822102,172.0,66.0,1.0,228.0,2634.0,1648.0,2022.0,6532.0,239.0
Jharkhand,Palamu,822110,918.0,171.0,7.0,845.0,10338.0,6294.0,7351.0,24828.0,1096.0
Jharkhand,Palamu,822111,22.0,19.0,1.0,30.0,382.0,209.0,262.0,883.0,42.0
Jharkhand,Palamu,822113,935.0,325.0,9.0,1646.0,15955.0,8810.0,5993.0,32404.0,1269.0
Jharkhand,Palamu,822115,289.0,87.0,0.0,634.0,7940.0,2531.0,2820.0,13925.0,376.0
Jharkhand,Palamu,822116,587.0,187.0,3.0,1159.0,12238.0,5246.0,6143.0,24786.0,777.0
Jharkhand,Palamu,822117,62.0,11.0,0.0,77.0,720.0,404.0,444.0,1645.0,73.0
Jharkhand,Palamu,822118,710.0,180.0,2.0,1074.0,12822.0,5170.0,5228.0,24294.0,892.0
Jharkhand,Palamu,822120,112.0,66.0,0.0,167.0,1757.0,942.0,1009.0,3875.0,178.0
Jharkhand,Palamu,822122,577.0,201.0,12.0,830.0,7459.0,5460.0,3462.0,17211.0,790.0
Jharkhand,Palamu,822123,896.0,242.0,17.0,962.0,11441.0,6621.0,6879.0,25903.0,1155.0
Jharkhand,Palamu,822124,621.0,193.0,3.0,769.0,9227.0,6965.0,7066.0,24027.0,817.0
Jharkhand,Palamu,822125,42.0,13.0,3.0,22.0,234.0,429.0,559.0,1244.0,58.0
Jharkhand,Palamu,822126,227.0,86.0,1.0,319.0,4490.0,2560.0,2950.0,10319.0,314.0
Jharkhand,Palamu,822131,126.0,58.0,1.0,291.0,2436.0,1635.0,1053.0,5415.0,185.0
Jharkhand,Palamu,822132,68.0,14.0,1.0,73.0,1296.0,544.0,578.0,2491.0,83.0
Jharkhand,Palamu,829201,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
Jharkhand,Pashchimi Singhbhum,831013,1.0,0.0,0.0,0.0,4.0,0.0,3.0,7.0,1.0
Jharkhand,Pashchimi Singhbhum,831018,1.0,0.0,0.0,0.0,7.0,0.0,3.0,10.0,1.0
Jharkhand,Pashchimi Singhbhum,832107,1.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,1.0
Jharkhand,Pashchimi Singhbhum,832108,1.0,0.0,0.0,2.0,2.0,0.0,2.0,6.0,1.0
Jharkhand,Pashchimi Singhbhum,833102,42.0,9.0,1.0,10.0,505.0,48.0,485.0,1048.0,52.0
Jharkhand,Pashchimi Singhbhum,833103,1.0,0.0,0.0,0.0,3.0,0.0,5.0,8.0,1.0
Jharkhand,Pashchimi Singhbhum,833104,1.0,0.0,0.0,0.0,7.0,0.0,6.0,13.0,1.0
Jharkhand,Pashchimi Singhbhum,833105,1.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0
Jharkhand,Pashchimi Singhbhum,833201,239.0,191.0,0.0,188.0,7432.0,2971.0,8626.0,19217.0,430.0
Jharkhand,Pashchimi Singhbhum,833203,1.0,0.0,0.0,0.0,5.0,0.0,4.0,9.0,1.0
Jharkhand,Pashchimi Singhbhum,833214,13.0,7.0,0.0,3.0,122.0,94.0,308.0,527.0,20.0
Jharkhand,Pashchimi Singhbhum,833215,37.0,40.0,0.0,30.0,691.0,441.0,727.0,1889.0,77.0
Jharkhand,Pashchimi Singhbhum,833218,0.0,1.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0
Jharkhand,Pashchimi Singhbhum,835216,7.0,4.0,0.0,2.0,109.0,58.0,301.0,470.0,11.0
Jharkhand,Purbi Singhbhum,831001,47.0,7.0,0.0,4.0,285.0,182.0,1047.0,1518.0,54.0
Jharkhand,Purbi Singhbhum,831002,112.0,20.0,0.0,19.0,1151.0,1022.0,3152.0,5344.0,132.0
Jharkhand,Purbi Singhbhum,831003,40.0,9.0,0.0,8.0,284.0,193.0,779.0,1264.0,49.0
Jharkhand,Purbi Singhbhum,831004,97.0,21.0,0.0,8.0,570.0,520.0,1569.0,2667.0,118.0
Jharkhand,Purbi Singhbhum,831005,29.0,6.0,0.0,2.0,214.0,132.0,467.0,815.0,35.0
Jharkhand,Purbi Singhbhum,831006,38.0,4.0,0.0,0.0,274.0,90.0,425.0,789.0,42.0
Jharkhand,Purbi Singhbhum,831007,12.0,0.0,0.0,0.0,115.0,85.0,344.0,544.0,12.0
Jharkhand,Purbi Singhbhum,831008,27.0,7.0,0.0,0.0,99.0,158.0,411.0,668.0,34.0
Jharkhand,Purbi Singhbhum,831009,63.0,6.0,0.0,3.0,247.0,276.0,1203.0,1729.0,69.0
Jharkhand,Purbi Singhbhum,831011,34.0,5.0,0.0,1.0,176.0,142.0,809.0,1128.0,39.0
Jharkhand,Purbi Singhbhum,831012,49.0,20.0,0.0,9.0,303.0,314.0,1813.0,2439.0,69.0
Jharkhand,Purbi Singhbhum,831015,28.0,8.0,0.0,1.0,105.0,77.0,335.0,518.0,36.0
Jharkhand,Purbi Singhbhum,831016,17.0,9.0,0.0,0.0,71.0,111.0,253.0,435.0,26.0
Jharkhand,Purbi Singhbhum,831017,49.0,10.0,0.0,2.0,200.0,199.0,958.0,1359.0,59.0
Jharkhand,Purbi Singhbhum,831018,28.0,4.0,0.0,0.0,92.0,104.0,504.0,700.0,32.0
Jharkhand,Purbi Singhbhum,832101,2.0,0.0,0.0,0.0,5.0,0.0,3.0,8.0,2.0
Jharkhand,Purbi Singhbhum,832102,5.0,0.0,0.0,0.0,9.0,3.0,0.0,12.0,5.0
Jharkhand,Purbi Singhbhum,832104,2.0,1.0,0.0,0.0,9.0,2.0,6.0,17.0,3.0
Jharkhand,Purbi Singhbhum,832105,2.0,1.0,0.0,0.0,1.0,6.0,17.0,24.0,3.0
Jharkhand,Purbi Singhbhum,832107,20.0,7.0,0.0,20.0,131.0,122.0,273.0,546.0,27.0
Jharkhand,Purbi Singhbhum,832110,102.0,24.0,0.0,4.0,377.0,242.0,2173.0,2796.0,126.0
Jharkhand,Purbi Singhbhum,832301,8.0,3.0,0.0,4.0,46.0,3.0,26.0,79.0,11.0
Jharkhand,Purbi Singhbhum,832302,2.0,0.0,0.0,0.0,2.0,0.0,5.0,7.0,2.0
Jharkhand,Purbi Singhbhum,832304,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0
Jharkhand,Ramgarh,825101,279.0,132.0,1.0,375.0,4181.0,2393.0,2768.0,9717.0,412.0
Jharkhand,Ramgarh,825314,35.0,48.0,0.0,57.0,739.0,699.0,660.0,2155.0,83.0
Jharkhand,Ramgarh,825316,67.0,61.0,0.0,116.0,1563.0,744.0,710.0,3133.0,128.0
Jharkhand,Ramgarh,825325,53.0,26.0,0.0,93.0,714.0,403.0,489.0,1699.0,79.0
Jharkhand,Ramgarh,825326,6.0,6.0,0.0,19.0,152.0,92.0,51.0,314.0,12.0
Jharkhand,Ramgarh,825330,19.0,14.0,0.0,32.0,236.0,155.0,134.0,557.0,33.0
Jharkhand,Ramgarh,829101,70.0,47.0,0.0,74.0,974.0,728.0,838.0,2614.0,117.0
Jharkhand,Ramgarh,829102,52.0,23.0,1.0,66.0,1079.0,562.0,649.0,2356.0,76.0
Jharkhand,Ramgarh,829103,59.0,21.0,0.0,51.0,854.0,460.0,451.0,1816.0,80.0
Jharkhand,Ramgarh,829105,48.0,24.0,0.0,86.0,1883.0,660.0,766.0,3395.0,72.0
Jharkhand,Ramgarh,829106,29.0,16.0,0.0,90.0,1091.0,598.0,579.0,2358.0,45.0
Jharkhand,Ramgarh,829108,9.0,7.0,0.0,20.0,402.0,174.0,222.0,818.0,16.0
Jharkhand,Ramgarh,829110,577.0,255.0,1.0,540.0,8664.0,3404.0,3611.0,16219.0,833.0
Jharkhand,Ramgarh,829117,175.0,92.0,0.0,171.0,2307.0,1346.0,1487.0,5311.0,267.0
Jharkhand,Ramgarh,829118,21.0,15.0,0.0,32.0,314.0,257.0,433.0,1036.0,36.0
Jharkhand,Ramgarh,829119,46.0,49.0,2.0,90.0,1364.0,787.0,1247.0,3488.0,97.0
Jharkhand,Ramgarh,829122,156.0,117.0,4.0,213.0,3013.0,1915.0,2355.0,7496.0,277.0
Jharkhand,Ramgarh,829125,3.0,1.0,0.0,1.0,31.0,1.0,7.0,40.0,4.0
Jharkhand,Ramgarh,829126,6.0,6.0,0.0,6.0,134.0,101.0,194.0,435.0,12.0
Jharkhand,Ramgarh,829133,16.0,17.0,0.0,19.0,204.0,242.0,297.0,762.0,33.0
Jharkhand,Ramgarh,829134,51.0,29.0,1.0,96.0,1528.0,539.0,648.0,2811.0,81.0
Jharkhand,Ramgarh,829135,15.0,21.0,0.0,36.0,600.0,266.0,362.0,1264.0,36.0
Jharkhand,Ramgarh,829143,16.0,20.0,1.0,29.0,220.0,270.0,396.0,915.0,37.0
Jharkhand,Ramgarh,829150,94.0,19.0,0.0,65.0,835.0,539.0,544.0,1983.0,113.0
Jharkhand,Ranchi,829205,50.0,28.0,0.0,96.0,1393.0,539.0,971.0,2999.0,78.0
Jharkhand,Ranchi,829208,18.0,11.0,0.0,27.0,320.0,228.0,415.0,990.0,29.0
Jharkhand,Ranchi,829209,17.0,12.0,0.0,16.0,233.0,220.0,322.0,791.0,29.0
Jharkhand,Ranchi,829210,16.0,14.0,0.0,37.0,291.0,248.0,353.0,929.0,30.0
Jharkhand,Ranchi,834001,1314.0,950.0,66.0,1560.0,16633.0,6401.0,11684.0,36278.0,2330.0
Jharkhand,Ranchi,834002,771.0,604.0,62.0,250.0,2493.0,3761.0,6325.0,12829.0,1437.0
Jharkhand,Ranchi,834003,254.0,114.0,15.0,211.0,2116.0,1634.0,2528.0,6489.0,383.0
Jharkhand,Ranchi,834004,291.0,151.0,3.0,488.0,4486.0,2995.0,4673.0,12642.0,445.0
Jharkhand,Ranchi,834005,265.0,204.0,16.0,192.0,1693.0,2041.0,3924.0,7850.0,485.0
Jharkhand,Ranchi,834006,289.0,105.0,1.0,349.0,4152.0,2241.0,3680.0,10422.0,395.0
Jharkhand,Ranchi,834007,4.0,2.0,0.0,3.0,30.0,4.0,6.0,43.0,6.0
Jharkhand,Ranchi,834008,161.0,54.0,1.0,216.0,2093.0,1480.0,2663.0,6452.0,216.0
Jharkhand,Ranchi,834009,206.0,105.0,1.0,270.0,3148.0,1530.0,2479.0,7427.0,312.0
Jharkhand,Ranchi,834010,268.0,134.0,0.0,194.0,2239.0,2564.0,5718.0,10715.0,402.0
Jharkhand,Ranchi,835101,85.0,37.0,0.0,130.0,1615.0,674.0,1423.0,3842.0,122.0
Jharkhand,Ranchi,835102,291.0,106.0,1.0,276.0,2339.0,2667.0,5994.0,11276.0,398.0
Jharkhand,Ranchi,835103,310.0,133.0,0.0,279.0,3201.0,2982.0,6569.0,13031.0,443.0
Jharkhand,Ranchi,835202,479.0,110.0,0.0,363.0,6123.0,2442.0,3382.0,12310.0,589.0
Jharkhand,Ranchi,835203,27.0,2.0,0.0,7.0,113.0,50.0,75.0,245.0,29.0
Jharkhand,Ranchi,835204,420.0,227.0,0.0,377.0,6779.0,3494.0,8385.0,19035.0,647.0
Jharkhand,Ranchi,835205,373.0,158.0,49.0,239.0,1903.0,1991.0,3637.0,7770.0,580.0
Jharkhand,Ranchi,835208,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0
Jharkhand,Ranchi,835209,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jharkhand,Ranchi,835213,22.0,11.0,0.0,11.0,187.0,216.0,303.0,717.0,33.0
Jharkhand,Ranchi,835214,695.0,242.0,32.0,500.0,6341.0,4747.0,7173.0,18761.0,969.0
Jharkhand,Ranchi,835215,5.0,2.0,0.0,1.0,24.0,8.0,14.0,47.0,7.0
Jharkhand,Ranchi,835216,3.0,5.0,0.0,0.0,56.0,13.0,172.0,241.0,8.0
Jharkhand,Ranchi,835217,141.0,73.0,2.0,177.0,1617.0,1228.0,2201.0,5223.0,216.0
Jharkhand,Ranchi,835219,425.0,112.0,5.0,204.0,1984.0,2411.0,4183.0,8782.0,542.0
Jharkhand,Ranchi,835221,104.0,33.0,0.0,104.0,1358.0,823.0,1448.0,3733.0,137.0
Jharkhand,Ranchi,835222,652.0,350.0,69.0,443.0,3180.0,2869.0,6129.0,12621.0,1071.0
Jharkhand,Ranchi,835225,395.0,211.0,0.0,488.0,6096.0,3072.0,9807.0,19463.0,606.0
Jharkhand,Ranchi,835233,2.0,3.0,0.0,2.0,10.0,1.0,6.0,19.0,5.0
Jharkhand,Ranchi,835234,180.0,67.0,8.0,147.0,2360.0,1404.0,2121.0,6032.0,255.0
Jharkhand,Ranchi,835301,341.0,83.0,3.0,366.0,6053.0,2669.0,3611.0,12699.0,427.0
Jharkhand,Ranchi,835302,1.0,0.0,0.0,0.0,5.0,2.0,0.0,7.0,1.0
Jharkhand,Ranchi,835303,385.0,136.0,0.0,244.0,2342.0,1618.0,3204.0,7408.0,521.0
Jharkhand,Ranchi,835325,56.0,22.0,0.0,38.0,311.0,405.0,506.0,1260.0,78.0
Jharkhand,Sahebganj,813208,166.0,120.0,0.0,310.0,3680.0,3337.0,2027.0,9354.0,286.0
Jharkhand,Sahebganj,816101,539.0,380.0,1.0,589.0,6592.0,4489.0,2600.0,14270.0,920.0
Jharkhand,Sahebganj,816102,425.0,375.0,10.0,995.0,10436.0,6635.0,4720.0,22786.0,810.0
Jharkhand,Sahebganj,816104,52.0,43.0,0.0,12.0,402.0,223.0,521.0,1158.0,95.0
Jharkhand,Sahebganj,816105,61.0,68.0,0.0,64.0,500.0,454.0,346.0,1364.0,129.0
Jharkhand,Sahebganj,816108,1232.0,806.0,0.0,924.0,12123.0,8262.0,5544.0,26853.0,2038.0
Jharkhand,Sahebganj,816109,465.0,375.0,3.0,929.0,14223.0,6228.0,4905.0,26285.0,843.0
Jharkhand,Sahebganj,816110,163.0,93.0,0.0,146.0,2120.0,1610.0,2948.0,6824.0,256.0
Jharkhand,Sahebganj,816115,48.0,58.0,0.0,51.0,949.0,576.0,597.0,2173.0,106.0
Jharkhand,Sahebganj,816116,189.0,159.0,0.0,221.0,4255.0,1931.0,1279.0,7686.0,348.0
Jharkhand,Sahebganj,816120,125.0,82.0,1.0,374.0,3353.0,1993.0,1121.0,6841.0,208.0
Jharkhand,Sahebganj,816129,171.0,111.0,0.0,134.0,2365.0,1021.0,1058.0,4578.0,282.0
Jharkhand,Sahibganj,813208,1.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0,1.0
Jharkhand,Sahibganj,816101,157.0,153.0,0.0,136.0,2124.0,580.0,1311.0,4151.0,310.0
Jharkhand,Sahibganj,816102,2.0,1.0,0.0,0.0,2.0,0.0,3.0,5.0,3.0
Jharkhand,Sahibganj,816105,14.0,8.0,0.0,13.0,201.0,53.0,55.0,322.0,22.0
Jharkhand,Sahibganj,816108,2.0,2.0,0.0,0.0,27.0,1.0,3.0,31.0,4.0
Jharkhand,Sahibganj,816109,1.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,1.0
Jharkhand,Sahibganj,816110,10.0,14.0,0.0,1.0,138.0,17.0,62.0,218.0,24.0
Jharkhand,Seraikela-Kharsawan,831002,294.0,141.0,3.0,288.0,7678.0,5142.0,5712.0,18820.0,438.0
Jharkhand,Seraikela-Kharsawan,831012,127.0,72.0,1.0,162.0,1481.0,1585.0,3027.0,6255.0,200.0
Jharkhand,Seraikela-Kharsawan,831013,187.0,65.0,7.0,212.0,2387.0,2595.0,2577.0,7771.0,259.0
Jharkhand,Seraikela-Kharsawan,831018,2.0,0.0,0.0,1.0,40.0,45.0,98.0,184.0,2.0
Jharkhand,Seraikela-Kharsawan,832108,194.0,102.0,5.0,235.0,2025.0,1952.0,1893.0,6105.0,301.0
Jharkhand,Seraikela-Kharsawan,832109,32.0,7.0,1.0,13.0,234.0,344.0,481.0,1072.0,40.0
Jharkhand,Seraikela-Kharsawan,832401,327.0,110.0,0.0,330.0,3153.0,3782.0,5486.0,12751.0,437.0
Jharkhand,Seraikela-Kharsawan,832402,104.0,16.0,0.0,40.0,335.0,284.0,351.0,1010.0,120.0
Jharkhand,Seraikela-Kharsawan,832403,185.0,37.0,0.0,158.0,1338.0,2217.0,2141.0,5854.0,222.0
Jharkhand,Seraikela-Kharsawan,832404,234.0,69.0,2.0,227.0,1094.0,2687.0,2599.0,6607.0,305.0
Jharkhand,Seraikela-Kharsawan,833101,113.0,44.0,1.0,76.0,895.0,848.0,1226.0,3045.0,158.0
Jharkhand,Seraikela-Kharsawan,833102,82.0,27.0,0.0,44.0,649.0,689.0,560.0,1942.0,109.0
Jharkhand,Seraikela-Kharsawan,833216,245.0,106.0,2.0,119.0,2640.0,2786.0,4276.0,9821.0,353.0
Jharkhand,Seraikela-Kharsawan,833219,61.0,64.0,1.0,84.0,1337.0,1701.0,1653.0,4775.0,126.0
Jharkhand,Seraikela-Kharsawan,833220,211.0,101.0,7.0,96.0,1346.0,2477.0,2942.0,6861.0,319.0
Jharkhand,Seraikela-kharsawan,831002,10.0,6.0,0.0,2.0,142.0,18.0,44.0,206.0,16.0
Jharkhand,Seraikela-kharsawan,831012,16.0,9.0,0.0,3.0,166.0,41.0,406.0,616.0,25.0
Jharkhand,Seraikela-kharsawan,831013,55.0,21.0,0.0,1.0,433.0,156.0,720.0,1310.0,76.0
Jharkhand,Seraikela-kharsawan,831014,2.0,0.0,0.0,0.0,16.0,1.0,7.0,24.0,2.0
Jharkhand,Seraikela-kharsawan,832108,70.0,39.0,0.0,20.0,637.0,180.0,855.0,1692.0,109.0
Jharkhand,Seraikela-kharsawan,832109,8.0,2.0,0.0,1.0,41.0,2.0,30.0,74.0,10.0
Jharkhand,Seraikela-kharsawan,832401,93.0,58.0,0.0,43.0,1239.0,768.0,3354.0,5404.0,151.0
Jharkhand,Seraikela-kharsawan,832402,22.0,11.0,0.0,1.0,119.0,12.0,35.0,167.0,33.0
Jharkhand,Seraikela-kharsawan,832403,50.0,31.0,0.0,13.0,433.0,440.0,1500.0,2386.0,81.0
Jharkhand,Seraikela-kharsawan,832404,104.0,59.0,0.0,30.0,663.0,352.0,2011.0,3056.0,163.0
Jharkhand,Seraikela-kharsawan,833101,13.0,8.0,0.0,8.0,235.0,77.0,211.0,531.0,21.0
Jharkhand,Seraikela-kharsawan,833102,1.0,1.0,0.0,0.0,10.0,0.0,3.0,13.0,2.0
Jharkhand,Seraikela-kharsawan,833216,38.0,34.0,0.0,5.0,459.0,220.0,756.0,1440.0,72.0
Jharkhand,Seraikela-kharsawan,833219,23.0,11.0,0.0,5.0,415.0,168.0,645.0,1233.0,34.0
