state,district,pincode,age_0_5,age_5_17,age_18_greater,total_enrollments,demo_age_5_17,demo_age_17_,total_demo_updates,bio_age_5_17,bio_age_17_,total_bio_updates,update_intensity,child_enr_share
Andhra Pradesh,Sri Sathya Sai,515531,7.0,0.0,0.0,7.0,5.0,87.0,92.0,18.0,11.0,29.0,15.125,0.875
Andhra Pradesh,Sri Sathya Sai,515541,20.0,0.0,0.0,20.0,36.0,124.0,160.0,51.0,40.0,91.0,11.952380952380953,0.9523809523809523
Andhra Pradesh,Sri Sathya Sai,515551,11.0,0.0,0.0,11.0,66.0,273.0,339.0,93.0,67.0,160.0,41.583333333333336,0.9166666666666666
Andhra Pradesh,Sri Sathya Sai,515556,6.0,1.0,0.0,7.0,14.0,119.0,133.0,14.0,20.0,34.0,20.875,0.75
Andhra Pradesh,Sri Sathya Sai,515561,11.0,0.0,0.0,11.0,36.0,198.0,234.0,61.0,50.0,111.0,28.75,0.9166666666666666
Andhra Pradesh,Sri Sathya Sai,515571,34.0,2.0,1.0,37.0,265.0,734.0,999.0,307.0,199.0,506.0,39.60526315789474,0.8947368421052632
Andhra Pradesh,Sri Sathya Sai,515581,30.0,2.0,0.0,32.0,55.0,311.0,366.0,189.0,140.0,329.0,21.060606060606062,0.9090909090909091
Andhra Pradesh,Sri Sathya Sai,515591,63.0,3.0,1.0,67.0,191.0,955.0,1146.0,364.0,254.0,618.0,25.941176470588236,0.9264705882352942
Andhra Pradesh,Sri Sathya Sai,515601,4.0,3.0,0.0,7.0,5.0,51.0,56.0,6.0,14.0,20.0,9.5,0.5
Andhra Pradesh,Sri Sathya Sai,515621,11.0,0.0,0.0,11.0,18.0,113.0,131.0,32.0,34.0,66.0,16.416666666666668,0.9166666666666666
Andhra Pradesh,Sri Sathya Sai,515631,15.0,0.0,0.0,15.0,34.0,166.0,200.0,35.0,56.0,91.0,18.1875,0.9375
Andhra Pradesh,Sri Sathya Sai,515641,12.0,2.0,0.0,14.0,28.0,125.0,153.0,42.0,37.0,79.0,15.466666666666667,0.8
Andhra Pradesh,Sri Sathya Sai,515651,5.0,0.0,0.0,5.0,19.0,87.0,106.0,8.0,13.0,21.0,21.166666666666668,0.8333333333333334
Andhra Pradesh,Sri Sathya Sai,515661,20.0,1.0,0.0,21.0,41.0,289.0,330.0,158.0,107.0,265.0,27.045454545454547,0.9090909090909091
Andhra Pradesh,Sri Sathya Sai,515671,85.0,3.0,3.0,91.0,513.0,2046.0,2559.0,623.0,523.0,1146.0,40.27173913043478,0.9239130434782609
Andhra Pradesh,Sri Sathya Sai,515672,32.0,0.0,0.0,32.0,158.0,599.0,757.0,166.0,124.0,290.0,31.727272727272727,0.9696969696969697
Andhra Pradesh,Srikakulam,532001,159.0,9.0,0.0,168.0,1071.0,6995.0,8066.0,4176.0,2378.0,6554.0,86.50887573964496,0.9408284023668639
Andhra Pradesh,Srikakulam,532005,52.0,0.0,0.0,52.0,164.0,1011.0,1175.0,1194.0,665.0,1859.0,57.24528301886792,0.9811320754716981
Andhra Pradesh,Srikakulam,532122,41.0,2.0,0.0,43.0,191.0,970.0,1161.0,1412.0,749.0,2161.0,75.5,0.9318181818181818
Andhra Pradesh,Srikakulam,532123,83.0,1.0,0.0,84.0,254.0,765.0,1019.0,2099.0,1295.0,3394.0,51.917647058823526,0.9764705882352941
Andhra Pradesh,Srikakulam,532127,94.0,3.0,0.0,97.0,604.0,2856.0,3460.0,3905.0,2112.0,6017.0,96.70408163265306,0.9591836734693877
Andhra Pradesh,Srikakulam,532148,53.0,1.0,0.0,54.0,244.0,923.0,1167.0,1871.0,853.0,2724.0,70.74545454545455,0.9636363636363636
Andhra Pradesh,Srikakulam,532168,119.0,0.0,0.0,119.0,690.0,2790.0,3480.0,4084.0,2358.0,6442.0,82.68333333333334,0.9916666666666667
Andhra Pradesh,Srikakulam,532185,146.0,8.0,0.0,154.0,942.0,5976.0,6918.0,4426.0,2405.0,6831.0,88.70322580645161,0.9419354838709677
Andhra Pradesh,Srikakulam,532190,40.0,0.0,0.0,40.0,92.0,500.0,592.0,878.0,427.0,1305.0,46.26829268292683,0.975609756097561
Andhra Pradesh,Srikakulam,532195,112.0,1.0,0.0,113.0,597.0,2916.0,3513.0,3310.0,1662.0,4972.0,74.4298245614035,0.9824561403508771
Andhra Pradesh,Srikakulam,532201,195.0,9.0,1.0,205.0,1526.0,6741.0,8267.0,5339.0,2965.0,8304.0,80.44174757281553,0.9466019417475728
Andhra Pradesh,Srikakulam,532211,47.0,1.0,0.0,48.0,263.0,1081.0,1344.0,1528.0,896.0,2424.0,76.89795918367346,0.9591836734693877
Andhra Pradesh,Srikakulam,532212,55.0,2.0,0.0,57.0,248.0,1048.0,1296.0,1301.0,706.0,2007.0,56.94827586206897,0.9482758620689655
Andhra Pradesh,Srikakulam,532213,68.0,2.0,1.0,71.0,318.0,1308.0,1626.0,1995.0,1179.0,3174.0,66.66666666666667,0.9444444444444444
Andhra Pradesh,Srikakulam,532214,55.0,4.0,0.0,59.0,427.0,1724.0,2151.0,1625.0,967.0,2592.0,79.05,0.9166666666666666
Andhra Pradesh,Srikakulam,532215,48.0,1.0,0.0,49.0,180.0,378.0,558.0,1052.0,487.0,1539.0,41.94,0.96
Andhra Pradesh,Srikakulam,532216,25.0,5.0,0.0,30.0,102.0,327.0,429.0,751.0,350.0,1101.0,49.354838709677416,0.8064516129032258
Andhra Pradesh,Srikakulam,532218,72.0,2.0,0.0,74.0,342.0,1699.0,2041.0,1704.0,1081.0,2785.0,64.34666666666666,0.96
Andhra Pradesh,Srikakulam,532219,16.0,0.0,0.0,16.0,73.0,336.0,409.0,536.0,367.0,903.0,77.17647058823529,0.9411764705882353
Andhra Pradesh,Srikakulam,532220,61.0,1.0,0.0,62.0,261.0,1293.0,1554.0,1227.0,660.0,1887.0,54.61904761904762,0.9682539682539683
Andhra Pradesh,Srikakulam,532221,97.0,3.0,0.0,100.0,381.0,2538.0,2919.0,2295.0,1235.0,3530.0,63.851485148514854,0.9603960396039604
Andhra Pradesh,Srikakulam,532222,96.0,10.0,1.0,107.0,359.0,2311.0,2670.0,2794.0,1395.0,4189.0,63.50925925925926,0.8888888888888888
Andhra Pradesh,Srikakulam,532242,54.0,3.0,0.0,57.0,219.0,1323.0,1542.0,1432.0,1252.0,2684.0,72.86206896551724,0.9310344827586207
Andhra Pradesh,Srikakulam,532243,65.0,5.0,0.0,70.0,185.0,1374.0,1559.0,1551.0,1015.0,2566.0,58.098591549295776,0.9154929577464789
Andhra Pradesh,Srikakulam,532263,42.0,2.0,1.0,45.0,168.0,662.0,830.0,1084.0,547.0,1631.0,53.5,0.9130434782608695
Andhra Pradesh,Srikakulam,532264,53.0,1.0,0.0,54.0,387.0,1879.0,2266.0,1797.0,1124.0,2921.0,94.30909090909091,0.9636363636363636
Andhra Pradesh,Srikakulam,532284,50.0,1.0,0.0,51.0,606.0,2471.0,3077.0,2181.0,896.0,3077.0,118.34615384615384,0.9615384615384616
Andhra Pradesh,Srikakulam,532290,56.0,4.0,0.0,60.0,223.0,1206.0,1429.0,1515.0,802.0,2317.0,61.40983606557377,0.9180327868852459
Andhra Pradesh,Srikakulam,532291,38.0,1.0,1.0,40.0,106.0,736.0,842.0,958.0,544.0,1502.0,57.170731707317074,0.926829268292683
Andhra Pradesh,Srikakulam,532292,48.0,0.0,0.0,48.0,333.0,878.0,1211.0,1304.0,572.0,1876.0,63.0,0.9795918367346939
Andhra Pradesh,Srikakulam,532312,173.0,2.0,0.0,175.0,1669.0,7059.0,8728.0,4930.0,2207.0,7137.0,90.14204545454545,0.9829545454545454
Andhra Pradesh,Srikakulam,532322,68.0,1.0,0.0,69.0,271.0,1097.0,1368.0,1799.0,724.0,2523.0,55.58571428571429,0.9714285714285714
Andhra Pradesh,Srikakulam,532401,62.0,1.0,0.0,63.0,391.0,1879.0,2270.0,2326.0,1329.0,3655.0,92.578125,0.96875
Andhra Pradesh,Srikakulam,532402,43.0,1.0,0.0,44.0,140.0,717.0,857.0,1043.0,764.0,1807.0,59.2,0.9555555555555556
Andhra Pradesh,Srikakulam,532403,73.0,4.0,0.0,77.0,1048.0,3776.0,4824.0,3580.0,1712.0,5292.0,129.69230769230768,0.9358974358974359
Andhra Pradesh,Srikakulam,532404,60.0,0.0,0.0,60.0,167.0,936.0,1103.0,1308.0,617.0,1925.0,49.63934426229508,0.9836065573770492
Andhra Pradesh,Srikakulam,532405,38.0,2.0,0.0,40.0,203.0,819.0,1022.0,1285.0,682.0,1967.0,72.90243902439025,0.926829268292683
Andhra Pradesh,Srikakulam,532406,33.0,0.0,0.0,33.0,142.0,698.0,840.0,760.0,367.0,1127.0,57.85294117647059,0.9705882352941176
Andhra Pradesh,Srikakulam,532407,130.0,4.0,0.0,134.0,2168.0,6419.0,8587.0,6242.0,3230.0,9472.0,133.77037037037036,0.9629629629629629
Andhra Pradesh,Srikakulam,532408,43.0,1.0,0.0,44.0,176.0,921.0,1097.0,1421.0,648.0,2069.0,70.35555555555555,0.9555555555555556
Andhra Pradesh,Srikakulam,532409,43.0,0.0,0.0,43.0,344.0,1060.0,1404.0,2534.0,1101.0,3635.0,114.52272727272727,0.9772727272727273
Andhra Pradesh,Srikakulam,532410,47.0,2.0,0.0,49.0,172.0,1042.0,1214.0,1198.0,627.0,1825.0,60.78,0.94
Andhra Pradesh,Srikakulam,532421,106.0,1.0,2.0,109.0,677.0,4147.0,4824.0,3361.0,1627.0,4988.0,89.2,0.9636363636363636
Andhra Pradesh,Srikakulam,532425,41.0,3.0,0.0,44.0,107.0,517.0,624.0,1222.0,714.0,1936.0,56.888888888888886,0.9111111111111111
Andhra Pradesh,Srikakulam,532426,30.0,2.0,0.0,32.0,244.0,935.0,1179.0,1112.0,438.0,1550.0,82.6969696969697,0.9090909090909091
Andhra Pradesh,Srikakulam,532427,39.0,0.0,0.0,39.0,214.0,885.0,1099.0,913.0,499.0,1412.0,62.775,0.975
Andhra Pradesh,Srikakulam,532428,18.0,0.0,0.0,18.0,81.0,441.0,522.0,502.0,306.0,808.0,70.0,0.9473684210526315
Andhra Pradesh,Srikakulam,532429,43.0,2.0,0.0,45.0,119.0,623.0,742.0,1199.0,574.0,1773.0,54.67391304347826,0.9347826086956522
Andhra Pradesh,Srikakulam,532430,99.0,0.0,1.0,100.0,350.0,1528.0,1878.0,1915.0,1046.0,2961.0,47.91089108910891,0.9801980198019802
Andhra Pradesh,Srikakulam,532432,37.0,0.0,0.0,37.0,187.0,983.0,1170.0,1060.0,550.0,1610.0,73.15789473684211,0.9736842105263158
Andhra Pradesh,Srikakulam,532440,115.0,1.0,0.0,116.0,594.0,3851.0,4445.0,3289.0,1960.0,5249.0,82.85470085470085,0.9829059829059829
Andhra Pradesh,Srikakulam,532443,44.0,4.0,0.0,48.0,400.0,1379.0,1779.0,1386.0,857.0,2243.0,82.08163265306122,0.8979591836734694
Andhra Pradesh,Srikakulam,532445,63.0,2.0,0.0,65.0,301.0,1386.0,1687.0,1800.0,1010.0,2810.0,68.13636363636364,0.9545454545454546
Andhra Pradesh,Srikakulam,532455,78.0,5.0,0.0,83.0,583.0,2158.0,2741.0,2922.0,1451.0,4373.0,84.69047619047619,0.9285714285714286
Andhra Pradesh,Srikakulam,532456,38.0,1.0,0.0,39.0,206.0,633.0,839.0,1103.0,566.0,1669.0,62.7,0.95
Andhra Pradesh,Srikakulam,532457,51.0,3.0,0.0,54.0,193.0,848.0,1041.0,1151.0,615.0,1766.0,51.03636363636364,0.9272727272727272
Andhra Pradesh,Srikakulam,532458,76.0,1.0,0.0,77.0,299.0,1642.0,1941.0,2109.0,1230.0,3339.0,67.6923076923077,0.9743589743589743
Andhra Pradesh,Srikakulam,532459,86.0,3.0,0.0,89.0,324.0,1819.0,2143.0,2498.0,1479.0,3977.0,68.0,0.9555555555555556
Andhra Pradesh,Srikakulam,532460,58.0,3.0,0.0,61.0,431.0,1792.0,2223.0,2939.0,1896.0,4835.0,113.83870967741936,0.9354838709677419
Andhra Pradesh,Srikakulam,532461,16.0,0.0,0.0,16.0,86.0,207.0,293.0,719.0,408.0,1127.0,83.52941176470588,0.9411764705882353
Andhra Pradesh,Srikakulam,532462,33.0,3.0,0.0,36.0,95.0,310.0,405.0,1065.0,553.0,1618.0,54.67567567567568,0.8918918918918919
Andhra Pradesh,Srikakulam,532474,30.0,0.0,0.0,30.0,119.0,406.0,525.0,824.0,365.0,1189.0,55.29032258064516,0.967741935483871
Andhra Pradesh,Srikakulam,532484,62.0,1.0,0.0,63.0,131.0,935.0,1066.0,1345.0,832.0,2177.0,50.671875,0.96875
Andhra Pradesh,Srikakulam,535125,19.0,0.0,0.0,19.0,52.0,259.0,311.0,433.0,163.0,596.0,45.35,0.95
Andhra Pradesh,Srikakulam,535128,10.0,0.0,0.0,10.0,22.0,110.0,132.0,135.0,90.0,225.0,32.45454545454545,0.9090909090909091
Andhra Pradesh,Srikakulam,535557,12.0,0.0,0.0,12.0,53.0,152.0,205.0,426.0,245.0,671.0,67.38461538461539,0.9230769230769231
Andhra Pradesh,Tirupati,517101,7.0,0.0,0.0,7.0,40.0,204.0,244.0,38.0,25.0,63.0,38.375,0.875
Andhra Pradesh,Tirupati,517102,12.0,2.0,1.0,15.0,18.0,206.0,224.0,92.0,67.0,159.0,23.9375,0.75
Andhra Pradesh,Tirupati,517112,21.0,0.0,0.0,21.0,80.0,446.0,526.0,163.0,128.0,291.0,37.13636363636363,0.9545454545454546
Andhra Pradesh,Tirupati,517152,11.0,0.0,0.0,11.0,13.0,108.0,121.0,31.0,24.0,55.0,14.666666666666666,0.9166666666666666
Andhra Pradesh,Tirupati,517193,6.0,0.0,0.0,6.0,3.0,61.0,64.0,16.0,15.0,31.0,13.571428571428571,0.8571428571428571
Andhra Pradesh,Tirupati,517194,13.0,0.0,1.0,14.0,57.0,290.0,347.0,76.0,68.0,144.0,32.733333333333334,0.8666666666666667
Andhra Pradesh,Tirupati,517214,2.0,0.0,0.0,2.0,1.0,25.0,26.0,5.0,4.0,9.0,11.666666666666666,0.6666666666666666
Andhra Pradesh,Tirupati,517501,91.0,19.0,5.0,115.0,2114.0,12555.0,14669.0,809.0,1032.0,1841.0,142.32758620689654,0.7844827586206896
Andhra Pradesh,Tirupati,517502,7.0,1.0,2.0,10.0,93.0,612.0,705.0,118.0,119.0,237.0,85.63636363636364,0.6363636363636364
Andhra Pradesh,Tirupati,517503,19.0,11.0,5.0,35.0,127.0,932.0,1059.0,181.0,181.0,362.0,39.47222222222222,0.5277777777777778
Andhra Pradesh,Tirupati,517504,3.0,0.0,0.0,3.0,1.0,31.0,32.0,2.0,4.0,6.0,9.5,0.75
Andhra Pradesh,Tirupati,517505,16.0,7.0,3.0,26.0,127.0,723.0,850.0,187.0,136.0,323.0,43.44444444444444,0.5925925925925926
Andhra Pradesh,Tirupati,517506,2.0,0.0,0.0,2.0,8.0,54.0,62.0,5.0,3.0,8.0,23.333333333333332,0.6666666666666666
Andhra Pradesh,Tirupati,517507,43.0,10.0,1.0,54.0,570.0,2745.0,3315.0,337.0,329.0,666.0,72.38181818181818,0.7818181818181819
Andhra Pradesh,Tirupati,517520,35.0,27.0,10.0,72.0,252.0,1217.0,1469.0,259.0,179.0,438.0,26.123287671232877,0.4794520547945205
Andhra Pradesh,Tirupati,517526,13.0,28.0,9.0,50.0,23.0,107.0,130.0,25.0,13.0,38.0,3.2941176470588234,0.2549019607843137
Andhra Pradesh,Tirupati,517536,6.0,5.0,4.0,15.0,26.0,43.0,69.0,16.0,12.0,28.0,6.0625,0.375
Andhra Pradesh,Tirupati,517541,16.0,59.0,16.0,91.0,47.0,236.0,283.0,41.0,40.0,81.0,3.9565217391304346,0.17391304347826086
Andhra Pradesh,Tirupati,517551,8.0,14.0,0.0,22.0,50.0,266.0,316.0,81.0,37.0,118.0,18.869565217391305,0.34782608695652173
Andhra Pradesh,Tirupati,517561,18.0,12.0,0.0,30.0,60.0,391.0,451.0,81.0,56.0,137.0,18.967741935483872,0.5806451612903226
Andhra Pradesh,Tirupati,517571,12.0,13.0,6.0,31.0,13.0,85.0,98.0,43.0,40.0,83.0,5.65625,0.375
Andhra Pradesh,Tirupati,517581,20.0,0.0,0.0,20.0,18.0,111.0,129.0,127.0,103.0,230.0,17.095238095238095,0.9523809523809523
Andhra Pradesh,Tirupati,517583,24.0,3.0,1.0,28.0,54.0,451.0,505.0,264.0,341.0,605.0,38.275862068965516,0.8275862068965517
Andhra Pradesh,Tirupati,517584,7.0,0.0,2.0,9.0,6.0,70.0,76.0,35.0,36.0,71.0,14.7,0.7
Andhra Pradesh,Tirupati,517587,16.0,2.0,0.0,18.0,18.0,121.0,139.0,71.0,44.0,115.0,13.368421052631579,0.8421052631578947
Andhra Pradesh,Tirupati,517588,23.0,4.0,0.0,27.0,39.0,326.0,365.0,102.0,44.0,146.0,18.25,0.8214285714285714
Andhra Pradesh,Tirupati,517589,20.0,3.0,8.0,31.0,36.0,165.0,201.0,113.0,72.0,185.0,12.0625,0.625
Andhra Pradesh,Tirupati,517619,16.0,44.0,5.0,65.0,31.0,250.0,281.0,67.0,49.0,116.0,6.015151515151516,0.24242424242424243
Andhra Pradesh,Tirupati,517620,11.0,30.0,3.0,44.0,15.0,101.0,116.0,52.0,31.0,83.0,4.4222222222222225,0.24444444444444444
Andhra Pradesh,Tirupati,517640,10.0,31.0,3.0,44.0,95.0,490.0,585.0,108.0,41.0,149.0,16.31111111111111,0.2222222222222222
Andhra Pradesh,Tirupati,517641,6.0,11.0,1.0,18.0,23.0,91.0,114.0,23.0,23.0,46.0,8.421052631578947,0.3157894736842105
Andhra Pradesh,Tirupati,517642,5.0,1.0,4.0,10.0,5.0,64.0,69.0,12.0,15.0,27.0,8.727272727272727,0.45454545454545453
Andhra Pradesh,Tirupati,517643,13.0,11.0,0.0,24.0,36.0,223.0,259.0,84.0,44.0,128.0,15.48,0.52
Andhra Pradesh,Tirupati,517644,32.0,7.0,4.0,43.0,163.0,870.0,1033.0,191.0,139.0,330.0,30.977272727272727,0.7272727272727273
Andhra Pradesh,Tirupati,517645,1.0,4.0,0.0,5.0,3.0,20.0,23.0,12.0,3.0,15.0,6.333333333333333,0.16666666666666666
Andhra Pradesh,Tirupati,517646,0.0,0.0,1.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,3.5,0.0
Andhra Pradesh,Tirupati,524101,21.0,44.0,23.0,88.0,68.0,604.0,672.0,177.0,209.0,386.0,11.887640449438202,0.23595505617977527
Andhra Pradesh,Tirupati,524121,15.0,27.0,5.0,47.0,66.0,531.0,597.0,159.0,124.0,283.0,18.333333333333332,0.3125
Andhra Pradesh,Tirupati,524123,9.0,6.0,3.0,18.0,8.0,88.0,96.0,92.0,51.0,143.0,12.578947368421053,0.47368421052631576
Andhra Pradesh,Tirupati,524124,5.0,0.0,0.0,5.0,4.0,42.0,46.0,4.0,2.0,6.0,8.666666666666666,0.8333333333333334
Andhra Pradesh,Tirupati,524126,30.0,9.0,3.0,42.0,70.0,568.0,638.0,302.0,244.0,546.0,27.53488372093023,0.6976744186046512
Andhra Pradesh,Tirupati,524127,5.0,13.0,7.0,25.0,17.0,102.0,119.0,34.0,38.0,72.0,7.346153846153846,0.19230769230769232
Andhra Pradesh,Tirupati,524129,13.0,3.0,0.0,16.0,6.0,73.0,79.0,41.0,15.0,56.0,7.9411764705882355,0.7647058823529411
Andhra Pradesh,Tirupati,524131,6.0,13.0,14.0,33.0,5.0,25.0,30.0,16.0,6.0,22.0,1.5294117647058822,0.17647058823529413
Andhra Pradesh,Tirupati,524132,22.0,7.0,10.0,39.0,78.0,533.0,611.0,276.0,146.0,422.0,25.825,0.55
Andhra Pradesh,Tirupati,524134,10.0,2.0,0.0,12.0,9.0,117.0,126.0,115.0,57.0,172.0,22.923076923076923,0.7692307692307693
Andhra Pradesh,Tirupati,524401,23.0,6.0,0.0,29.0,32.0,177.0,209.0,20.0,25.0,45.0,8.466666666666667,0.7666666666666667
Andhra Pradesh,Tirupati,524402,12.0,12.0,4.0,28.0,23.0,92.0,115.0,53.0,31.0,84.0,6.862068965517241,0.41379310344827586
Andhra Pradesh,Tirupati,524403,4.0,38.0,11.0,53.0,14.0,98.0,112.0,10.0,8.0,18.0,2.4074074074074074,0.07407407407407407
Andhra Pradesh,Tirupati,524404,13.0,9.0,9.0,31.0,12.0,130.0,142.0,81.0,35.0,116.0,8.0625,0.40625
Andhra Pradesh,Tirupati,524406,2.0,46.0,18.0,66.0,7.0,56.0,63.0,27.0,17.0,44.0,1.5970149253731343,0.029850746268656716
Andhra Pradesh,Tirupati,524407,3.0,0.0,0.0,3.0,0.0,2.0,2.0,3.0,3.0,6.0,2.0,0.75
Andhra Pradesh,Tirupati,524409,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,0.8,0.0
Andhra Pradesh,Tirupati,524410,8.0,4.0,2.0,14.0,4.0,47.0,51.0,14.0,3.0,17.0,4.533333333333333,0.5333333333333333
Andhra Pradesh,Tirupati,524411,6.0,3.0,4.0,13.0,12.0,117.0,129.0,46.0,32.0,78.0,14.785714285714286,0.42857142857142855
Andhra Pradesh,Tirupati,524412,8.0,39.0,3.0,50.0,28.0,124.0,152.0,184.0,149.0,333.0,9.509803921568627,0.1568627450980392
Andhra Pradesh,Tirupati,524413,3.0,11.0,7.0,21.0,13.0,98.0,111.0,40.0,15.0,55.0,7.545454545454546,0.13636363636363635
Andhra Pradesh,Tirupati,524415,8.0,8.0,6.0,22.0,13.0,54.0,67.0,51.0,34.0,85.0,6.608695652173913,0.34782608695652173
Andhra Pradesh,Tirupati,524421,11.0,26.0,4.0,41.0,14.0,87.0,101.0,20.0,21.0,41.0,3.380952380952381,0.2619047619047619
Andhra Pradesh,Visakhapatanam,531029,186.0,28.0,12.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8193832599118943
Andhra Pradesh,Visakhapatnam,530001,165.0,5.0,2.0,172.0,772.0,6348.0,7120.0,4383.0,2593.0,6976.0,81.47976878612717,0.953757225433526
Andhra Pradesh,Visakhapatnam,530002,51.0,7.0,1.0,59.0,157.0,1192.0,1349.0,1699.0,1241.0,2940.0,71.48333333333333,0.85
Andhra Pradesh,Visakhapatnam,530003,23.0,4.0,5.0,32.0,49.0,514.0,563.0,541.0,575.0,1116.0,50.878787878787875,0.696969696969697
Andhra Pradesh,Visakhapatnam,530004,57.0,1.0,0.0,58.0,204.0,1491.0,1695.0,1795.0,1439.0,3234.0,83.54237288135593,0.9661016949152542
Andhra Pradesh,Visakhapatnam,530005,27.0,1.0,0.0,28.0,23.0,245.0,268.0,596.0,353.0,949.0,41.96551724137931,0.9310344827586207
Andhra Pradesh,Visakhapatnam,530007,67.0,3.0,2.0,72.0,156.0,983.0,1139.0,1495.0,1134.0,2629.0,51.61643835616438,0.9178082191780822
Andhra Pradesh,Visakhapatnam,530008,122.0,9.0,0.0,131.0,249.0,1842.0,2091.0,3216.0,2355.0,5571.0,58.04545454545455,0.9242424242424242
Andhra Pradesh,Visakhapatnam,530009,40.0,6.0,0.0,46.0,65.0,602.0,667.0,722.0,563.0,1285.0,41.53191489361702,0.851063829787234
Andhra Pradesh,Visakhapatnam,530011,126.0,7.0,1.0,134.0,221.0,1832.0,2053.0,2896.0,1740.0,4636.0,49.54814814814815,0.9333333333333333
Andhra Pradesh,Visakhapatnam,530012,80.0,0.0,1.0,81.0,395.0,2837.0,3232.0,1755.0,1646.0,3401.0,80.89024390243902,0.975609756097561
Andhra Pradesh,Visakhapatnam,530013,81.0,5.0,2.0,88.0,344.0,3229.0,3573.0,1982.0,1729.0,3711.0,81.84269662921348,0.9101123595505618
Andhra Pradesh,Visakhapatnam,530014,1.0,1.0,0.0,2.0,13.0,32.0,45.0,14.0,10.0,24.0,23.0,0.3333333333333333
Andhra Pradesh,Visakhapatnam,530016,168.0,9.0,1.0,178.0,377.0,2965.0,3342.0,4613.0,3645.0,8258.0,64.80446927374301,0.9385474860335196
Andhra Pradesh,Visakhapatnam,530017,139.0,11.0,4.0,154.0,990.0,6804.0,7794.0,3932.0,2541.0,6473.0,92.04516129032258,0.896774193548387
Andhra Pradesh,Visakhapatnam,530018,59.0,4.0,0.0,63.0,104.0,749.0,853.0,1400.0,1029.0,2429.0,51.28125,0.921875
Andhra Pradesh,Visakhapatnam,530020,20.0,0.0,1.0,21.0,70.0,521.0,591.0,674.0,498.0,1172.0,80.13636363636364,0.9090909090909091
Andhra Pradesh,Visakhapatnam,530022,39.0,2.0,0.0,41.0,76.0,598.0,674.0,942.0,606.0,1548.0,52.904761904761905,0.9285714285714286
Andhra Pradesh,Visakhapatnam,530024,47.0,2.0,1.0,50.0,46.0,315.0,361.0,893.0,683.0,1576.0,37.98039215686274,0.9215686274509803
Andhra Pradesh,Visakhapatnam,530026,158.0,9.0,0.0,167.0,1503.0,9548.0,11051.0,4709.0,3130.0,7839.0,112.44047619047619,0.9404761904761905
Andhra Pradesh,Visakhapatnam,530027,156.0,8.0,0.0,164.0,480.0,3764.0,4244.0,3378.0,2008.0,5386.0,58.36363636363637,0.9454545454545454
Andhra Pradesh,Visakhapatnam,530028,28.0,2.0,0.0,30.0,64.0,618.0,682.0,742.0,406.0,1148.0,59.03225806451613,0.9032258064516129
Andhra Pradesh,Visakhapatnam,530029,34.0,1.0,0.0,35.0,77.0,603.0,680.0,654.0,387.0,1041.0,47.80555555555556,0.9444444444444444
Andhra Pradesh,Visakhapatnam,530031,17.0,0.0,0.0,17.0,63.0,332.0,395.0,531.0,281.0,812.0,67.05555555555556,0.9444444444444444
Andhra Pradesh,Visakhapatnam,530032,18.0,4.0,0.0,22.0,47.0,268.0,315.0,202.0,180.0,382.0,30.304347826086957,0.782608695652174
Andhra Pradesh,Visakhapatnam,530040,152.0,3.0,0.0,155.0,398.0,2948.0,3346.0,3685.0,2412.0,6097.0,60.532051282051285,0.9743589743589743
Andhra Pradesh,Visakhapatnam,530041,76.0,12.0,1.0,89.0,263.0,2053.0,2316.0,1320.0,955.0,2275.0,51.01111111111111,0.8444444444444444
Andhra Pradesh,Visakhapatnam,530043,27.0,0.0,1.0,28.0,40.0,235.0,275.0,357.0,298.0,655.0,32.06896551724138,0.9310344827586207
Andhra Pradesh,Visakhapatnam,530044,113.0,5.0,0.0,118.0,803.0,4956.0,5759.0,3285.0,1758.0,5043.0,90.77310924369748,0.9495798319327731
Andhra Pradesh,Visakhapatnam,530045,56.0,6.0,1.0,63.0,134.0,1088.0,1222.0,859.0,656.0,1515.0,42.765625,0.875
Andhra Pradesh,Visakhapatnam,530046,156.0,11.0,0.0,167.0,1165.0,6561.0,7726.0,3177.0,1972.0,5149.0,76.63690476190476,0.9285714285714286
Andhra Pradesh,Visakhapatnam,530047,65.0,5.0,0.0,70.0,141.0,1143.0,1284.0,1616.0,1086.0,2702.0,56.140845070422536,0.9154929577464789
Andhra Pradesh,Visakhapatnam,530048,126.0,8.0,2.0,136.0,583.0,3713.0,4296.0,2672.0,1581.0,4253.0,62.4014598540146,0.9197080291970803
Andhra Pradesh,Visakhapatnam,530049,10.0,1.0,0.0,11.0,31.0,224.0,255.0,175.0,133.0,308.0,46.916666666666664,0.8333333333333334
Andhra Pradesh,Visakhapatnam,530051,55.0,6.0,0.0,61.0,153.0,1125.0,1278.0,1112.0,817.0,1929.0,51.725806451612904,0.8870967741935484
Andhra Pradesh,Visakhapatnam,530052,38.0,2.0,1.0,41.0,77.0,668.0,745.0,869.0,417.0,1286.0,48.357142857142854,0.9047619047619048
Andhra Pradesh,Visakhapatnam,530053,12.0,0.0,0.0,12.0,73.0,316.0,389.0,147.0,91.0,238.0,48.23076923076923,0.9230769230769231
