pincode,state,district,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_
413737,Maharashtra,Ahmed Nagar,11.0,0.0,0.0,2.0,6.0,6.0,27.0
413738,Maharashtra,Ahilyanagar,1.0,0.0,0.0,0.0,9.0,0.0,0.0
413738,Maharashtra,Ahmadnagar,43.0,10.0,2.0,38.0,1307.0,933.0,1040.0
413738,Maharashtra,Ahmed Nagar,9.0,2.0,0.0,2.0,164.0,61.0,90.0
413739,Maharashtra,Ahilyanagar,2.0,0.0,0.0,0.0,19.0,0.0,0.0
413739,Maharashtra,Ahmadnagar,89.0,29.0,0.0,107.0,2650.0,1411.0,1504.0
413739,Maharashtra,Ahmed Nagar,1.0,0.0,0.0,0.0,30.0,0.0,7.0
413801,Maharashtra,Pune,195.0,90.0,16.0,158.0,3741.0,3095.0,3544.0
413802,Maharashtra,Pune,21.0,6.0,3.0,6.0,311.0,407.0,274.0
414001,Maharashtra,Ahilyanagar,1.0,0.0,0.0,20.0,173.0,0.0,0.0
414001,Maharashtra,Ahmadnagar,337.0,122.0,3.0,511.0,7347.0,9958.0,8716.0
414001,Maharashtra,Ahmed Nagar,7.0,5.0,0.0,5.0,225.0,112.0,329.0
414002,Maharashtra,Ahmadnagar,103.0,27.0,3.0,61.0,2425.0,1791.0,3354.0
414002,Maharashtra,Ahmed Nagar,3.0,3.0,0.0,2.0,112.0,24.0,54.0
414003,Maharashtra,Ahmadnagar,117.0,44.0,0.0,151.0,2237.0,2711.0,2654.0
414005,Maharashtra,Ahmadnagar,100.0,37.0,0.0,111.0,1599.0,1545.0,2923.0
414005,Maharashtra,Ahmed Nagar,5.0,0.0,0.0,0.0,39.0,11.0,44.0
414006,Maharashtra,Ahmadnagar,38.0,11.0,0.0,41.0,1500.0,1344.0,1240.0
414006,Maharashtra,Ahmed Nagar,2.0,2.0,0.0,5.0,86.0,21.0,37.0
414101,Maharashtra,Ahmadnagar,63.0,7.0,1.0,28.0,2634.0,1101.0,1389.0
414102,Maharashtra,Ahmadnagar,217.0,64.0,2.0,302.0,6245.0,4480.0,7718.0
414103,Maharashtra,Ahmadnagar,102.0,30.0,0.0,110.0,2212.0,1630.0,2983.0
414103,Maharashtra,Ahmed Nagar,6.0,0.0,0.0,0.0,19.0,8.0,20.0
414105,Maharashtra,Ahmadnagar,222.0,46.0,0.0,219.0,6251.0,3160.0,2325.0
414105,Maharashtra,Ahmednagar,92.0,64.0,16.0,0.0,0.0,0.0,0.0
414106,Maharashtra,Ahmadnagar,106.0,20.0,0.0,142.0,2078.0,2335.0,4981.0
414106,Maharashtra,Ahmed Nagar,1.0,0.0,0.0,0.0,3.0,4.0,8.0
414111,Maharashtra,Ahilyanagar,0.0,1.0,0.0,13.0,94.0,0.0,0.0
414111,Maharashtra,Ahmadnagar,97.0,52.0,0.0,97.0,1991.0,1942.0,2549.0
414111,Maharashtra,Ahmed Nagar,0.0,1.0,0.0,1.0,44.0,14.0,38.0
414113,Maharashtra,Ahmadnagar,70.0,20.0,0.0,57.0,2027.0,1062.0,1910.0
414201,Maharashtra,Ahilyanagar,1.0,0.0,0.0,5.0,30.0,0.0,0.0
414201,Maharashtra,Ahmadnagar,31.0,13.0,0.0,46.0,667.0,887.0,1250.0
414201,Maharashtra,Ahmed Nagar,4.0,1.0,0.0,1.0,109.0,25.0,51.0
414202,Maharashtra,Beed,156.0,30.0,3.0,337.0,9251.0,3540.0,3400.0
414202,Maharashtra,Bid,4.0,3.0,0.0,0.0,250.0,2.0,88.0
414203,Maharashtra,Beed,304.0,88.0,15.0,293.0,10512.0,4370.0,5315.0
414203,Maharashtra,Bid,11.0,2.0,0.0,3.0,372.0,18.0,123.0
414204,Maharashtra,Beed,150.0,20.0,1.0,228.0,5633.0,3565.0,2992.0
414204,Maharashtra,Bid,4.0,1.0,0.0,3.0,54.0,4.0,27.0
414205,Maharashtra,Beed,115.0,26.0,1.0,221.0,4166.0,2591.0,3047.0
414205,Maharashtra,Bid,1.0,0.0,0.0,0.0,14.0,0.0,13.0
414208,Maharashtra,Beed,50.0,11.0,2.0,66.0,2393.0,1228.0,1318.0
414208,Maharashtra,Bid,1.0,0.0,0.0,1.0,16.0,0.0,7.0
414301,Maharashtra,Ahmadnagar,62.0,14.0,0.0,113.0,1250.0,1088.0,1644.0
414302,Maharashtra,Ahilyanagar,1.0,0.0,0.0,9.0,86.0,0.0,1.0
414302,Maharashtra,Ahmadnagar,79.0,15.0,1.0,146.0,2875.0,1796.0,1599.0
414303,Maharashtra,Ahmadnagar,41.0,8.0,0.0,23.0,543.0,598.0,668.0
414304,Maharashtra,Ahmadnagar,146.0,46.0,1.0,108.0,3002.0,1954.0,2278.0
414304,Maharashtra,Ahmed Nagar,1.0,0.0,0.0,0.0,24.0,2.0,4.0
414305,Maharashtra,Ahmadnagar,59.0,9.0,0.0,35.0,600.0,860.0,1080.0
414306,Maharashtra,Ahmadnagar,147.0,21.0,3.0,88.0,2155.0,1489.0,1416.0
414307,Maharashtra,Ahmadnagar,24.0,7.0,0.0,32.0,693.0,685.0,800.0
414401,Maharashtra,Ahmadnagar,133.0,37.0,3.0,116.0,6592.0,3554.0,2501.0
414401,Maharashtra,Ahmed Nagar,1.0,0.0,0.0,0.0,10.0,1.0,6.0
414402,Maharashtra,Ahmadnagar,119.0,59.0,8.0,123.0,4729.0,3921.0,3052.0
414402,Maharashtra,Ahmed Nagar,7.0,2.0,0.0,0.0,149.0,10.0,70.0
414403,Maharashtra,Ahmadnagar,96.0,51.0,1.0,197.0,7162.0,2909.0,2874.0
414403,Maharashtra,Ahmed Nagar,2.0,0.0,0.0,0.0,13.0,0.0,6.0
414501,Maharashtra,Ahmadnagar,74.0,16.0,0.0,55.0,1416.0,1842.0,3196.0
414502,Maharashtra,Ahmadnagar,316.0,56.0,0.0,351.0,9646.0,4910.0,5511.0
414502,Maharashtra,Ahmed Nagar,1.0,0.0,0.0,0.0,38.0,6.0,7.0
414503,Maharashtra,Ahmadnagar,94.0,16.0,0.0,123.0,3944.0,1108.0,2302.0
414504,Maharashtra,Ahmadnagar,28.0,1.0,0.0,20.0,537.0,203.0,366.0
414505,Maharashtra,Ahmadnagar,49.0,13.0,0.0,124.0,1483.0,1100.0,1994.0
414601,Maharashtra,Ahmadnagar,73.0,21.0,1.0,47.0,725.0,1626.0,2367.0
414601,Maharashtra,Ahmed Nagar,3.0,1.0,0.0,2.0,24.0,16.0,33.0
414602,Maharashtra,Ahmadnagar,52.0,13.0,0.0,124.0,1476.0,988.0,901.0
414602,Maharashtra,Ahmed Nagar,2.0,1.0,0.0,1.0,84.0,9.0,23.0
414603,Maharashtra,Ahmadnagar,262.0,77.0,0.0,428.0,5798.0,4569.0,3917.0
414603,Maharashtra,Ahmed Nagar,1.0,0.0,0.0,0.0,3.0,0.0,2.0
414604,Maharashtra,Ahmadnagar,97.0,24.0,0.0,196.0,4181.0,1895.0,1531.0
414604,Maharashtra,Ahmed Nagar,5.0,0.0,0.0,7.0,416.0,19.0,47.0
414605,Maharashtra,Ahmadnagar,41.0,4.0,0.0,56.0,569.0,496.0,429.0
414606,Maharashtra,Ahmadnagar,36.0,12.0,0.0,40.0,1174.0,751.0,629.0
414606,Maharashtra,Ahmed Nagar,1.0,0.0,0.0,0.0,0.0,0.0,1.0
414607,Maharashtra,Ahmadnagar,57.0,14.0,0.0,64.0,1332.0,637.0,635.0
414609,Maharashtra,Ahmadnagar,35.0,3.0,0.0,104.0,931.0,416.0,444.0
414701,Maharashtra,Ahmadnagar,205.0,27.0,1.0,66.0,2832.0,2179.0,2324.0
415001,Maharashtra,Satara,57.0,16.0,2.0,62.0,985.0,1380.0,1562.0
415002,Maharashtra,Satara,177.0,30.0,8.0,235.0,3690.0,4379.0,4930.0
415003,Maharashtra,Satara,28.0,4.0,0.0,56.0,784.0,1022.0,981.0
415004,Maharashtra,Satara,75.0,6.0,2.0,75.0,1508.0,1815.0,1730.0
415010,Maharashtra,Satara,33.0,5.0,0.0,24.0,1032.0,693.0,701.0
415011,Maharashtra,Satara,87.0,6.0,0.0,62.0,1206.0,1370.0,1114.0
415012,Maharashtra,Satara,43.0,5.0,0.0,44.0,475.0,1117.0,1317.0
415013,Maharashtra,Satara,44.0,2.0,1.0,34.0,728.0,956.0,1176.0
415014,Maharashtra,Satara,75.0,4.0,0.0,84.0,1895.0,1776.0,2161.0
415015,Maharashtra,Satara,41.0,3.0,1.0,31.0,756.0,914.0,736.0
415019,Maharashtra,Satara,33.0,7.0,0.0,24.0,255.0,650.0,530.0
415020,Maharashtra,Satara,23.0,4.0,0.0,13.0,360.0,521.0,413.0
415021,Maharashtra,Satara,24.0,2.0,0.0,30.0,813.0,779.0,539.0
415022,Maharashtra,Satara,38.0,3.0,0.0,19.0,393.0,747.0,808.0
415023,Maharashtra,Satara,16.0,2.0,0.0,25.0,307.0,438.0,511.0
415101,Maharashtra,Kolhapur,91.0,19.0,1.0,78.0,4369.0,1591.0,2369.0
415102,Maharashtra,Satara,27.0,1.0,0.0,14.0,623.0,651.0,532.0
415103,Maharashtra,Satara,52.0,5.0,2.0,33.0,1106.0,1334.0,1910.0
415104,Maharashtra,Satara,14.0,1.0,1.0,6.0,221.0,558.0,668.0
415105,Maharashtra,Satara,31.0,4.0,2.0,32.0,1056.0,1096.0,1182.0
415106,Maharashtra,Satara,49.0,5.0,0.0,28.0,1498.0,1361.0,1237.0
415107,Maharashtra,Satara,18.0,1.0,0.0,14.0,406.0,513.0,337.0
415108,Maharashtra,Satara,68.0,8.0,1.0,27.0,1001.0,1214.0,2148.0
415109,Maharashtra,Satara,76.0,2.0,0.0,65.0,2216.0,2541.0,3301.0
415110,Maharashtra,Satara,77.0,14.0,8.0,60.0,1340.0,1841.0,2629.0
415111,Maharashtra,Satara,67.0,5.0,4.0,40.0,1561.0,1745.0,2717.0
415112,Maharashtra,Satara,116.0,12.0,0.0,81.0,1648.0,1665.0,2379.0
415114,Maharashtra,Satara,43.0,3.0,1.0,21.0,677.0,1137.0,1394.0
415115,Maharashtra,Satara,17.0,1.0,0.0,22.0,594.0,558.0,512.0
415116,Maharashtra,Satara,18.0,0.0,1.0,19.0,540.0,656.0,316.0
415122,Maharashtra,Satara,19.0,3.0,0.0,20.0,293.0,516.0,766.0
415124,Maharashtra,Satara,84.0,11.0,0.0,137.0,2440.0,2848.0,3357.0
415202,Maharashtra,Ratnagiri,17.0,3.0,2.0,19.0,270.0,272.0,359.0
415203,Maharashtra,Ratnagiri,56.0,12.0,3.0,50.0,1220.0,953.0,1295.0
415205,Maharashtra,Satara,50.0,3.0,1.0,32.0,686.0,858.0,1262.0
415206,Maharashtra,Satara,138.0,22.0,1.0,139.0,3375.0,3016.0,3297.0
415207,Maharashtra,Satara,29.0,7.0,2.0,30.0,638.0,465.0,582.0
415208,Maharashtra,Ratnagiri,35.0,6.0,0.0,32.0,490.0,550.0,691.0
415209,Maharashtra,Satara,18.0,0.0,1.0,19.0,259.0,387.0,651.0
415211,Maharashtra,Satara,9.0,3.0,0.0,13.0,188.0,309.0,410.0
415212,Maharashtra,Satara,9.0,0.0,0.0,1.0,58.0,89.0,123.0
415213,Maharashtra,Raigad,0.0,0.0,1.0,1.0,12.0,4.0,2.0
415213,Maharashtra,Raigarh,3.0,0.0,0.0,11.0,147.0,104.0,102.0
415214,Maharashtra,Ratnagiri,9.0,3.0,0.0,7.0,324.0,223.0,193.0
415301,Maharashtra,Sangli,82.0,21.0,3.0,109.0,2477.0,2042.0,2621.0
415302,Maharashtra,Sangli,31.0,3.0,2.0,20.0,494.0,915.0,1495.0
415303,Maharashtra,Sangli,56.0,10.0,1.0,24.0,326.0,1231.0,2445.0
415304,Maharashtra,Sangli,54.0,6.0,0.0,61.0,749.0,1415.0,1483.0
415305,Maharashtra,Sangli,123.0,19.0,1.0,61.0,1097.0,2023.0,2523.0
415306,Maharashtra,Sangli,84.0,15.0,1.0,44.0,1576.0,1282.0,1626.0
415307,Maharashtra,Sangli,37.0,8.0,0.0,19.0,379.0,943.0,1731.0
415308,Maharashtra,Sangli,45.0,13.0,1.0,44.0,1059.0,816.0,1022.0
415309,Maharashtra,Sangli,23.0,3.0,1.0,8.0,345.0,586.0,950.0
415310,Maharashtra,Sangli,25.0,2.0,0.0,10.0,404.0,435.0,563.0
415311,Maharashtra,Sangli,175.0,77.0,2.0,100.0,2399.0,4125.0,5584.0
415312,Maharashtra,Satara,26.0,4.0,0.0,18.0,752.0,585.0,628.0
415313,Maharashtra,Sangli,14.0,3.0,1.0,14.0,220.0,313.0,549.0
415315,Maharashtra,Sangli,49.0,7.0,0.0,38.0,1370.0,839.0,1020.0
415401,Maharashtra,Sangli,37.0,7.0,0.0,11.0,567.0,666.0,965.0
415402,Maharashtra,Sangli,7.0,0.0,0.0,4.0,111.0,225.0,392.0
415403,Maharashtra,Sangli,24.0,4.0,0.0,34.0,409.0,753.0,1241.0
415404,Maharashtra,Sangli,43.0,5.0,0.0,9.0,493.0,776.0,1210.0
415405,Maharashtra,Sangli,50.0,2.0,0.0,27.0,469.0,1100.0,2174.0
415406,Maharashtra,Sangli,29.0,1.0,1.0,13.0,280.0,732.0,1121.0
415407,Maharashtra,Sangli,68.0,9.0,0.0,29.0,495.0,1288.0,1685.0
415408,Maharashtra,Sangli,64.0,5.0,0.0,51.0,1084.0,1885.0,3831.0
415409,Maharashtra,Sangli,167.0,47.0,2.0,154.0,2229.0,2946.0,4894.0
415410,Maharashtra,Sangli,20.0,1.0,0.0,12.0,457.0,533.0,409.0
415411,Maharashtra,Sangli,48.0,5.0,0.0,34.0,477.0,995.0,1705.0
415412,Maharashtra,Sangli,43.0,3.0,0.0,16.0,639.0,692.0,976.0
415413,Maharashtra,Sangli,14.0,4.0,0.0,17.0,364.0,471.0,714.0
415414,Maharashtra,Sangli,7.0,2.0,0.0,2.0,103.0,235.0,360.0
415415,Maharashtra,Sangli,2.0,0.0,0.0,11.0,30.0,196.0,222.0
415501,Maharashtra,Satara,92.0,7.0,2.0,147.0,3956.0,2824.0,2544.0
415502,Maharashtra,Satara,33.0,3.0,0.0,60.0,945.0,753.0,946.0
415503,Maharashtra,Satara,30.0,1.0,0.0,31.0,388.0,874.0,1127.0
415504,Maharashtra,Satara,13.0,2.0,0.0,9.0,189.0,352.0,646.0
415505,Maharashtra,Satara,26.0,3.0,0.0,22.0,835.0,922.0,1093.0
415506,Maharashtra,Satara,104.0,9.0,0.0,79.0,1263.0,2278.0,2510.0
415507,Maharashtra,Satara,54.0,4.0,0.0,31.0,775.0,910.0,1208.0
415508,Maharashtra,Satara,135.0,20.0,4.0,89.0,2267.0,3409.0,2836.0
415509,Maharashtra,Satara,209.0,27.0,7.0,141.0,4727.0,3869.0,2951.0
415510,Maharashtra,Satara,36.0,1.0,0.0,12.0,415.0,693.0,638.0
415511,Maharashtra,Satara,35.0,2.0,0.0,66.0,1661.0,1677.0,1117.0
415512,Maharashtra,Satara,60.0,9.0,0.0,27.0,1038.0,945.0,940.0
415513,Maharashtra,Satara,29.0,3.0,0.0,22.0,346.0,560.0,683.0
415514,Maharashtra,Satara,48.0,4.0,2.0,36.0,724.0,1233.0,1117.0
415515,Maharashtra,Satara,23.0,5.0,0.0,21.0,263.0,417.0,471.0
415516,Maharashtra,Satara,7.0,0.0,0.0,3.0,104.0,82.0,75.0
415517,Maharashtra,Satara,13.0,9.0,0.0,5.0,166.0,319.0,227.0
415518,Maharashtra,Satara,17.0,0.0,1.0,10.0,281.0,599.0,690.0
415519,Maharashtra,Satara,84.0,6.0,4.0,98.0,1627.0,2205.0,2571.0
415520,Maharashtra,Satara,33.0,3.0,0.0,14.0,507.0,650.0,882.0
415521,Maharashtra,Satara,126.0,6.0,2.0,187.0,4083.0,2843.0,2027.0
415522,Maharashtra,Satara,40.0,2.0,1.0,14.0,747.0,1126.0,631.0
415523,Maharashtra,Satara,1256.0,285.0,73.0,322.0,10048.0,8195.0,5992.0
415524,Maharashtra,Satara,23.0,4.0,1.0,20.0,779.0,569.0,446.0
415525,Maharashtra,Satara,41.0,0.0,1.0,38.0,1176.0,1324.0,778.0
415526,Maharashtra,Satara,22.0,0.0,2.0,27.0,502.0,558.0,449.0
415527,Maharashtra,Satara,25.0,4.0,0.0,11.0,668.0,739.0,853.0
415528,Maharashtra,Satara,48.0,2.0,0.0,52.0,1472.0,1103.0,810.0
415530,Maharashtra,Satara,14.0,1.0,1.0,7.0,264.0,411.0,446.0
415536,Maharashtra,Satara,15.0,1.0,0.0,11.0,174.0,392.0,223.0
415537,Maharashtra,Satara,43.0,3.0,1.0,27.0,752.0,578.0,582.0
415538,Maharashtra,Satara,42.0,4.0,0.0,42.0,955.0,1147.0,927.0
415539,Maharashtra,Satara,88.0,9.0,2.0,69.0,1326.0,2395.0,2743.0
415540,Maharashtra,Satara,74.0,17.0,6.0,71.0,1868.0,1866.0,1584.0
415601,Maharashtra,Ratnagiri,4.0,1.0,0.0,5.0,79.0,235.0,434.0
415602,Maharashtra,Ratnagiri,16.0,1.0,0.0,3.0,129.0,261.0,613.0
415603,Maharashtra,Ratnagiri,19.0,0.0,0.0,12.0,124.0,498.0,890.0
415604,Maharashtra,Ratnagiri,78.0,5.0,0.0,47.0,544.0,1368.0,3121.0
415605,Maharashtra,Ratnagiri,145.0,27.0,0.0,233.0,2784.0,3828.0,6064.0
415606,Maharashtra,Ratnagiri,42.0,1.0,0.0,51.0,549.0,1242.0,2105.0
415607,Maharashtra,Ratnagiri,15.0,0.0,0.0,11.0,171.0,334.0,768.0
415608,Maharashtra,Ratnagiri,40.0,6.0,4.0,43.0,776.0,1273.0,2513.0
415609,Maharashtra,Ratnagiri,14.0,1.0,2.0,14.0,397.0,449.0,735.0
415610,Maharashtra,Ratnagiri,23.0,1.0,2.0,15.0,598.0,499.0,856.0
415611,Maharashtra,Ratnagiri,38.0,4.0,2.0,53.0,1481.0,1153.0,1675.0
415612,Maharashtra,Ratnagiri,230.0,25.0,3.0,177.0,3092.0,4733.0,3948.0
415613,Maharashtra,Ratnagiri,56.0,4.0,1.0,31.0,813.0,906.0,732.0
415614,Maharashtra,Ratnagiri,11.0,0.0,1.0,5.0,112.0,251.0,206.0
415615,Maharashtra,Ratnagiri,12.0,0.0,0.0,17.0,310.0,231.0,225.0
415616,Maharashtra,Ratnagiri,29.0,0.0,0.0,32.0,1116.0,1095.0,1097.0
415617,Maharashtra,Ratnagiri,15.0,0.0,0.0,10.0,190.0,262.0,508.0
415619,Maharashtra,Ratnagiri,21.0,1.0,0.0,18.0,468.0,372.0,579.0
415620,Maharashtra,Ratnagiri,54.0,4.0,2.0,78.0,1943.0,1543.0,2152.0
415621,Maharashtra,Ratnagiri,27.0,2.0,0.0,33.0,357.0,670.0,956.0
415626,Maharashtra,Ratnagiri,8.0,0.0,0.0,7.0,322.0,329.0,327.0
415628,Maharashtra,Ratnagiri,37.0,4.0,0.0,39.0,542.0,786.0,1283.0
415629,Maharashtra,Ratnagiri,23.0,0.0,0.0,23.0,230.0,549.0,510.0
415637,Maharashtra,Ratnagiri,14.0,0.0,0.0,12.0,409.0,364.0,598.0
415639,Maharashtra,Ratnagiri,62.0,2.0,1.0,73.0,1472.0,2048.0,2040.0
415640,Maharashtra,Ratnagiri,11.0,1.0,0.0,5.0,254.0,311.0,654.0
415641,Maharashtra,Ratnagiri,32.0,3.0,0.0,45.0,791.0,976.0,1877.0
415643,Maharashtra,Ratnagiri,16.0,2.0,0.0,12.0,318.0,384.0,694.0
415701,Maharashtra,Ratnagiri,10.0,6.0,0.0,69.0,821.0,616.0,720.0
415702,Maharashtra,Ratnagiri,17.0,3.0,0.0,84.0,654.0,453.0,445.0
415703,Maharashtra,Ratnagiri,64.0,2.0,0.0,44.0,910.0,932.0,1196.0
415705,Maharashtra,Ratnagiri,8.0,0.0,0.0,15.0,527.0,248.0,226.0
415706,Maharashtra,Ratnagiri,14.0,0.0,0.0,14.0,240.0,545.0,830.0
415708,Maharashtra,Ratnagiri,19.0,1.0,0.0,15.0,210.0,404.0,486.0
415709,Maharashtra,Ratnagiri,102.0,9.0,3.0,102.0,1578.0,2131.0,4145.0
415710,Maharashtra,Ratnagiri,7.0,2.0,0.0,7.0,152.0,212.0,389.0
415711,Maharashtra,Ratnagiri,16.0,0.0,0.0,22.0,668.0,790.0,1545.0
415712,Maharashtra,Ratnagiri,96.0,15.0,0.0,103.0,2632.0,2909.0,4354.0
415713,Maharashtra,Ratnagiri,37.0,7.0,0.0,39.0,515.0,742.0,1325.0
415714,Maharashtra,Ratnagiri,7.0,1.0,0.0,5.0,242.0,256.0,410.0
415715,Maharashtra,Ratnagiri,20.0,3.0,0.0,11.0,191.0,271.0,389.0
415716,Maharashtra,Ratnagiri,14.0,2.0,0.0,10.0,324.0,350.0,661.0
415717,Maharashtra,Ratnagiri,6.0,1.0,0.0,7.0,288.0,202.0,425.0
415718,Maharashtra,Ratnagiri,7.0,3.0,0.0,23.0,159.0,283.0,692.0
415719,Maharashtra,Ratnagiri,28.0,2.0,0.0,18.0,483.0,432.0,463.0
415720,Maharashtra,Ratnagiri,14.0,0.0,0.0,12.0,129.0,258.0,429.0
415722,Maharashtra,Ratnagiri,25.0,2.0,0.0,45.0,319.0,732.0,996.0
415724,Maharashtra,Ratnagiri,36.0,2.0,0.0,63.0,890.0,826.0,851.0
415726,Maharashtra,Ratnagiri,34.0,1.0,0.0,27.0,750.0,600.0,467.0
415727,Maharashtra,Ratnagiri,36.0,1.0,0.0,18.0,476.0,460.0,1063.0
415728,Maharashtra,Ratnagiri,5.0,0.0,0.0,10.0,215.0,197.0,187.0
415729,Maharashtra,Ratnagiri,13.0,0.0,0.0,16.0,266.0,235.0,170.0
415730,Maharashtra,Ratnagiri,10.0,0.0,0.0,22.0,311.0,294.0,526.0
415801,Maharashtra,Ratnagiri,10.0,1.0,2.0,11.0,276.0,464.0,671.0
415802,Maharashtra,Ratnagiri,9.0,1.0,0.0,9.0,105.0,180.0,392.0
415803,Maharashtra,Ratnagiri,39.0,0.0,0.0,40.0,1000.0,972.0,1573.0
415804,Maharashtra,Ratnagiri,65.0,7.0,4.0,78.0,1278.0,2218.0,3978.0
415805,Maharashtra,Ratnagiri,2.0,2.0,0.0,5.0,116.0,20.0,37.0
415806,Maharashtra,Ratnagiri,33.0,2.0,0.0,19.0,329.0,344.0,342.0
415807,Maharashtra,Ratnagiri,4.0,0.0,0.0,4.0,60.0,173.0,239.0
416001,Maharashtra,Kolhapur,213.0,26.0,1.0,294.0,4527.0,3679.0,4370.0
416002,Maharashtra,Kolhapur,90.0,18.0,0.0,117.0,1873.0,1750.0,2068.0
416003,Maharashtra,Kolhapur,96.0,39.0,1.0,149.0,2004.0,1925.0,2443.0
416004,Maharashtra,Kolhapur,38.0,10.0,0.0,55.0,629.0,793.0,676.0
416005,Maharashtra,Kolhapur,160.0,28.0,2.0,233.0,2220.0,2828.0,2988.0
416006,Maharashtra,Kolhapur,71.0,16.0,0.0,69.0,823.0,1072.0,1271.0
416007,Maharashtra,Kolhapur,86.0,19.0,0.0,91.0,1800.0,1446.0,1362.0
416008,Maharashtra,Kolhapur,74.0,26.0,5.0,109.0,2215.0,2353.0,2124.0
416010,Maharashtra,Kolhapur,149.0,27.0,2.0,134.0,1780.0,2521.0,2742.0
416011,Maharashtra,Kolhapur,3.0,0.0,0.0,7.0,41.0,2.0,5.0
416012,Maharashtra,Kolhapur,229.0,59.0,3.0,249.0,3246.0,4553.0,4576.0
416013,Maharashtra,Kolhapur,97.0,25.0,1.0,101.0,1314.0,1286.0,1124.0
416101,Maharashtra,Kolhapur,225.0,27.0,3.0,127.0,3409.0,2873.0,3971.0
416102,Maharashtra,Kolhapur,35.0,2.0,0.0,24.0,261.0,813.0,1345.0
416103,Maharashtra,Kolhapur,66.0,6.0,0.0,41.0,892.0,1190.0,1207.0
416104,Maharashtra,Kolhapur,39.0,11.0,1.0,42.0,519.0,640.0,666.0
416105,Maharashtra,Kolhapur,16.0,3.0,0.0,15.0,269.0,308.0,431.0
416106,Maharashtra,Kolhapur,80.0,10.0,1.0,58.0,1256.0,1342.0,1673.0
416107,Maharashtra,Kolhapur,29.0,3.0,1.0,15.0,766.0,407.0,666.0
416108,Maharashtra,Kolhapur,20.0,0.0,0.0,11.0,308.0,345.0,335.0
416109,Maharashtra,Kolhapur,104.0,24.0,1.0,84.0,2059.0,1963.0,2759.0
416110,Maharashtra,Kolhapur,30.0,4.0,0.0,16.0,436.0,440.0,527.0
416111,Maharashtra,Kolhapur,30.0,12.0,0.0,19.0,694.0,682.0,831.0
416112,Maharashtra,Kolhapur,208.0,49.0,4.0,135.0,2898.0,2916.0,4259.0
416113,Maharashtra,Kolhapur,53.0,2.0,1.0,35.0,503.0,820.0,1237.0
416114,Maharashtra,Kolhapur,77.0,13.0,0.0,41.0,683.0,1113.0,2414.0
416115,Maharashtra,Kolhapur,371.0,104.0,1.0,388.0,7357.0,7246.0,12925.0
416116,Maharashtra,Kolhapur,108.0,23.0,0.0,82.0,1691.0,2587.0,3581.0
416117,Maharashtra,Kolhapur,7.0,2.0,0.0,4.0,171.0,194.0,450.0
416118,Maharashtra,Kolhapur,79.0,7.0,1.0,53.0,1281.0,1498.0,1519.0
416119,Maharashtra,Kolhapur,71.0,22.0,4.0,129.0,2139.0,1444.0,1169.0
416120,Maharashtra,Kolhapur,29.0,0.0,0.0,21.0,324.0,549.0,544.0
416121,Maharashtra,Kolhapur,71.0,18.0,1.0,94.0,1636.0,1920.0,3081.0
416122,Maharashtra,Kolhapur,119.0,18.0,4.0,109.0,1840.0,2608.0,3329.0
416143,Maharashtra,Kolhapur,63.0,6.0,0.0,15.0,529.0,751.0,1892.0
416146,Maharashtra,Kolhapur,16.0,0.0,2.0,21.0,375.0,350.0,429.0
416201,Maharashtra,Kolhapur,25.0,1.0,0.0,16.0,321.0,261.0,573.0
416202,Maharashtra,Kolhapur,72.0,14.0,0.0,95.0,1447.0,1498.0,1841.0
416203,Maharashtra,Kolhapur,53.0,19.0,0.0,51.0,784.0,1602.0,2763.0
416204,Maharashtra,Kolhapur,41.0,2.0,0.0,41.0,691.0,785.0,882.0
416205,Maharashtra,Kolhapur,248.0,24.0,0.0,215.0,5423.0,3784.0,5533.0
416206,Maharashtra,Kolhapur,73.0,5.0,0.0,56.0,1707.0,1764.0,1152.0
416207,Maharashtra,Kolhapur,107.0,4.0,1.0,37.0,1563.0,1271.0,1685.0
416208,Maharashtra,Kolhapur,86.0,6.0,0.0,80.0,2005.0,1333.0,1428.0
416209,Maharashtra,Kolhapur,154.0,13.0,6.0,176.0,5114.0,3006.0,2893.0
416210,Maharashtra,Kolhapur,74.0,6.0,0.0,66.0,2309.0,1666.0,1175.0
416211,Maharashtra,Kolhapur,140.0,12.0,2.0,119.0,3734.0,3063.0,3874.0
416212,Maharashtra,Kolhapur,70.0,6.0,0.0,58.0,2136.0,1675.0,1733.0
416213,Maharashtra,Kolhapur,89.0,7.0,5.0,83.0,2848.0,1831.0,2461.0
416214,Maharashtra,Kolhapur,51.0,18.0,2.0,75.0,1957.0,1567.0,3071.0
416215,Maharashtra,Kolhapur,36.0,4.0,0.0,23.0,966.0,389.0,455.0
416216,Maharashtra,Kolhapur,180.0,45.0,4.0,146.0,3442.0,2639.0,2696.0
416218,Maharashtra,Kolhapur,70.0,5.0,1.0,56.0,1574.0,1334.0,1537.0
416219,Maharashtra,Kolhapur,94.0,15.0,0.0,83.0,2215.0,1514.0,1929.0
416220,Maharashtra,Kolhapur,42.0,4.0,0.0,24.0,794.0,1080.0,1355.0
416221,Maharashtra,Kolhapur,73.0,3.0,0.0,41.0,1355.0,1208.0,1484.0
